Student_IDs,Semester,Degree_Type,Class_Standing,Major,Expected_Graduation,Course_Name,Course_Number,Course_Type,Course_Code_by_Thousands,Semester_Week,Check_In_Date,Check_In_Time,Check_Out_Time,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,4,9/15/16,13:18:00,14:27:00,68,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Accounting and Business Concepts I,ACCT-2210,ACCT,2000,10,10/26/16,18:11:00,19:13:00,61,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,5,9/22/16,13:19:00,14:18:00,59,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,11,11/1/16,13:17:00,14:16:00,58,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,6,9/27/16,19:16:00,20:13:00,57,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,13,11/17/16,13:03:00,14:00:00,56,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,6,9/27/16,14:49:00,15:42:00,53,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,3,9/6/16,13:16:00,14:08:00,52,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,15,11/29/16,14:13:00,15:04:00,51,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,15,11/28/16,17:02:00,17:52:00,50,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,4,9/18/16,18:02:00,18:51:00,48,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,16,12/7/16,12:03:00,12:51:00,48,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,5,9/20/16,13:23:00,14:09:00,45,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,7,10/6/16,13:43:00,14:28:00,44,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,13,11/17/16,20:05:00,20:49:00,43,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,9,10/18/16,12:55:00,13:34:00,39,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,12,11/8/16,13:13:00,13:51:00,37,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,15,12/4/16,19:34:00,20:01:00,26,MALE,15,4,147,3.93,0.07
BGSU01787,Fall 2016,Undergraduate,Senior,BRDCST-BSJ:Broadcast Journalism,Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,6,9/26/16,14:03:00,14:14:00,11,MALE,15,4,147,3.93,0.07
BGSU01789,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Introduction to Statistics,MATH-1150,MATH,1000,17,12/12/16,13:03:00,19:01:00,358,FEMALE,15,2.8,132,2.988,-0.188
BGSU01789,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Introduction to Statistics,MATH-1150,MATH,1000,16,12/11/16,14:43:00,17:22:00,158,FEMALE,15,2.8,132,2.988,-0.188
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,8,10/12/16,14:16:00,20:14:00,358,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,5,9/19/16,14:27:00,18:20:00,233,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,11,10/31/16,08:08:00,11:08:00,180,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,4,9/15/16,08:55:00,11:51:00,176,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,2,9/1/16,08:01:00,10:33:00,151,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,17,12/12/16,11:15:00,13:13:00,118,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,17,12/12/16,17:55:00,19:53:00,118,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,14,11/21/16,09:37:00,11:33:00,116,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,16,12/6/16,10:35:00,12:14:00,99,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,9,10/18/16,14:07:00,15:08:00,60,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,5,9/22/16,19:22:00,20:17:00,54,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,12,11/9/16,14:26:00,15:21:00,54,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,15,12/1/16,18:31:00,19:25:00,54,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,16,12/5/16,11:21:00,12:14:00,52,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,16,12/7/16,11:23:00,12:15:00,51,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,3,9/9/16,14:27:00,15:18:00,50,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,7,10/3/16,10:50:00,11:37:00,47,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,2,8/30/16,19:11:00,19:56:00,45,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,5,9/19/16,19:18:00,20:04:00,45,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Accounting and Business Concepts I,ACCT-2210,ACCT,2000,10,10/26/16,18:02:00,18:47:00,45,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,6,9/28/16,11:27:00,12:08:00,41,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,3,9/7/16,11:28:00,12:08:00,40,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,10,10/26/16,11:07:00,11:48:00,40,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,17,12/12/16,14:12:00,14:52:00,39,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,12,11/8/16,17:18:00,17:53:00,35,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,13,11/14/16,11:26:00,12:01:00,34,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,15,11/28/16,09:36:00,10:09:00,33,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,13,11/14/16,14:27:00,14:58:00,30,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,13,11/17/16,17:15:00,17:45:00,30,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,13,11/18/16,15:35:00,16:06:00,30,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,10,10/28/16,14:53:00,15:20:00,26,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,11,11/2/16,14:27:00,14:53:00,25,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,7,10/6/16,11:57:00,12:20:00,22,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,11,11/3/16,11:30:00,11:53:00,22,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,10,10/24/16,09:41:00,10:00:00,19,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,16,12/6/16,15:30:00,15:49:00,19,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,11,11/3/16,17:08:00,17:26:00,18,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,9,10/17/16,11:10:00,11:27:00,16,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,7,10/7/16,08:38:00,08:53:00,15,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Accounting and Business Concepts I,ACCT-2210,ACCT,2000,15,11/28/16,11:44:00,11:59:00,15,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,6,9/28/16,14:26:00,14:38:00,11,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,3,9/7/16,15:18:00,15:28:00,10,MALE,16,2.714,132,2.681,0.033
BGSU01792,Fall 2016,Undergraduate,Senior,"GBUS-MIN:General Business,HCARE-BAHS:Health Care Administration",Summer Semester 2019,Basic Calculus,MATH-1260,MATH,1000,5,9/21/16,14:26:00,14:35:00,9,MALE,16,2.714,132,2.681,0.033
BGSU01803,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra I,MATH-1210,MATH,1000,5,9/20/16,18:10:00,21:00:00,170,FEMALE,17,3,130,3.336,-0.336
BGSU01803,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra I,MATH-1210,MATH,1000,5,9/20/16,11:34:00,13:59:00,145,FEMALE,17,3,130,3.336,-0.336
BGSU01803,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra I,MATH-1210,MATH,1000,3,9/7/16,14:01:00,16:14:00,133,FEMALE,17,3,130,3.336,-0.336
BGSU01803,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra I,MATH-1210,MATH,1000,9,10/23/16,19:52:00,21:55:00,123,FEMALE,17,3,130,3.336,-0.336
BGSU01803,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra I,MATH-1210,MATH,1000,7,10/4/16,12:19:00,14:05:00,106,FEMALE,17,3,130,3.336,-0.336
BGSU01803,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra I,MATH-1210,MATH,1000,11,11/2/16,15:07:00,16:47:00,99,FEMALE,17,3,130,3.336,-0.336
BGSU01803,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra I,MATH-1210,MATH,1000,2,9/1/16,12:36:00,14:13:00,97,FEMALE,17,3,130,3.336,-0.336
BGSU01803,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra I,MATH-1210,MATH,1000,5,9/21/16,15:53:00,17:25:00,91,FEMALE,17,3,130,3.336,-0.336
BGSU01803,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra I,MATH-1210,MATH,1000,11,11/1/16,10:55:00,12:25:00,89,FEMALE,17,3,130,3.336,-0.336
BGSU01803,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra I,MATH-1210,MATH,1000,8,10/16/16,18:51:00,20:16:00,84,FEMALE,17,3,130,3.336,-0.336
BGSU01803,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra I,MATH-1210,MATH,1000,13,11/15/16,12:42:00,14:07:00,84,FEMALE,17,3,130,3.336,-0.336
BGSU01803,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra I,MATH-1210,MATH,1000,8,10/14/16,10:04:00,11:23:00,78,FEMALE,17,3,130,3.336,-0.336
BGSU01803,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra I,MATH-1210,MATH,1000,4,9/15/16,12:52:00,14:05:00,73,FEMALE,17,3,130,3.336,-0.336
BGSU01803,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra I,MATH-1210,MATH,1000,4,9/13/16,17:26:00,18:29:00,63,FEMALE,17,3,130,3.336,-0.336
BGSU01803,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,College Algebra I,MATH-1210,MATH,1000,12,11/7/16,13:34:00,14:22:00,48,FEMALE,17,3,130,3.336,-0.336
BGSU01805,Fall 2016,Undergraduate,Senior,"INBSNB-MIN:International Busn (Non-BUSN),SPMGT-BSED:Sport Management",Summer Semester 2019,Introduction to Statistics,MATH-1150,MATH,1000,15,12/1/16,18:30:00,19:32:00,62,MALE,13,3.076,128,3.056,0.02
BGSU01805,Fall 2016,Undergraduate,Senior,"INBSNB-MIN:International Busn (Non-BUSN),SPMGT-BSED:Sport Management",Summer Semester 2019,Introduction to Statistics,MATH-1150,MATH,1000,15,12/4/16,21:00:00,21:54:00,53,MALE,13,3.076,128,3.056,0.02
BGSU01805,Fall 2016,Undergraduate,Senior,"INBSNB-MIN:International Busn (Non-BUSN),SPMGT-BSED:Sport Management",Summer Semester 2019,Introduction to Statistics,MATH-1150,MATH,1000,16,12/6/16,19:19:00,19:52:00,32,MALE,13,3.076,128,3.056,0.02
BGSU01806,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Quantitative Methods I,PSYC-2700,PSYC,2000,12,11/8/16,18:34:00,21:04:00,149,FEMALE,14,3.285,122,3.642,-0.357
BGSU01806,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Calculus and Analytic Geometry IA,MATH-1340,MATH,1000,11,11/2/16,10:31:00,12:19:00,107,FEMALE,14,3.285,122,3.642,-0.357
BGSU01806,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Calculus and Analytic Geometry IA,MATH-1340,MATH,1000,17,12/15/16,13:47:00,15:34:00,106,FEMALE,14,3.285,122,3.642,-0.357
BGSU01806,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Quantitative Methods I,PSYC-2700,PSYC,2000,11,11/1/16,20:30:00,21:43:00,72,FEMALE,14,3.285,122,3.642,-0.357
BGSU01806,Fall 2016,Undergraduate,Senior,No Response,Summer Semester 2018,Calculus and Analytic Geometry IA,MATH-1340,MATH,1000,9,10/18/16,12:34:00,13:06:00,31,FEMALE,14,3.285,122,3.642,-0.357
BGSU01808,Fall 2016,Undergraduate,Junior,"BIOL-BA:Biology,SPAN-MIN:Spanish",Spring Semester 2018,Course Enrollment,MATH-95,MATH,99,10,10/24/16,11:51:00,14:22:00,150,FEMALE,16,1.437,96,1.82,-0.383
BGSU01808,Fall 2016,Undergraduate,Junior,"BIOL-BA:Biology,SPAN-MIN:Spanish",Spring Semester 2018,Course Enrollment,MATH-95,MATH,99,16,12/9/16,10:29:00,12:19:00,109,FEMALE,16,1.437,96,1.82,-0.383
BGSU01808,Fall 2016,Undergraduate,Junior,"BIOL-BA:Biology,SPAN-MIN:Spanish",Spring Semester 2018,Course Enrollment,MATH-95,MATH,99,13,11/18/16,15:11:00,16:06:00,54,FEMALE,16,1.437,96,1.82,-0.383
BGSU01810,Fall 2016,Undergraduate,Senior,No Response,Fall Semester 2017,Business Finance,FIN-3000,FIN,3000,7,10/4/16,12:50:00,13:09:00,19,FEMALE,18,4,127.5,3.781,0.219
BGSU01812,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Accounting and Business Concepts I,ACCT-2210,ACCT,2000,13,11/17/16,18:43:00,21:50:00,187,MALE,16,2.25,122,3.157,-0.907
BGSU01813,Fall 2016,Undergraduate,Junior,UPAS:Univ Program for Academic Succ,Spring Semester 2018,Introduction to Statistics,MATH-1150,MATH,1000,11,11/2/16,15:10:00,15:35:00,24,FEMALE,18,3.4,90,3.25,0.15
BGSU01815,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Calculus and Analytic Geometry IA,MATH-1340,MATH,1000,7,10/5/16,16:42:00,20:08:00,205,MALE,16,3.923,137,3.755,0.168
BGSU01815,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Calculus and Analytic Geometry IA,MATH-1340,MATH,1000,13,11/15/16,19:51:00,21:41:00,110,MALE,16,3.923,137,3.755,0.168
BGSU01815,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Calculus and Analytic Geometry IA,MATH-1340,MATH,1000,9,10/20/16,19:33:00,21:06:00,92,MALE,16,3.923,137,3.755,0.168
BGSU01815,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Calculus and Analytic Geometry IA,MATH-1340,MATH,1000,8,10/13/16,20:48:00,22:02:00,74,MALE,16,3.923,137,3.755,0.168
BGSU01815,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Calculus and Analytic Geometry IA,MATH-1340,MATH,1000,7,10/3/16,20:46:00,21:51:00,65,MALE,16,3.923,137,3.755,0.168
BGSU01815,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Calculus and Analytic Geometry IA,MATH-1340,MATH,1000,13,11/20/16,18:35:00,19:41:00,65,MALE,16,3.923,137,3.755,0.168
BGSU01815,Fall 2016,Undergraduate,Senior,No Response,Spring Semester 2018,Calculus and Analytic Geometry IA,MATH-1340,MATH,1000,9,10/17/16,20:42:00,21:37:00,55,MALE,16,3.923,137,3.755,0.168
BGSU01816,Fall 2016,Undergraduate,Junior,No Response,Spring Semester 2018,Predictive Analytics,STAT-2120,STAT,2000,4,9/16/16,10:31:00,11:15:00,44,MALE,17,3.4,130,3.347,0.053
BGSU01816,Fall 2016,Undergraduate,Junior,No Response,Spring Semester 2018,Predictive Analytics,STAT-2120,STAT,2000,5,9/23/16,10:56:00,11:37:00,40,MALE,17,3.4,130,3.347,0.053
BGSU01816,Fall 2016,Undergraduate,Junior,No Response,Spring Semester 2018,Predictive Analytics,STAT-2120,STAT,2000,5,9/23/16,12:21:00,12:45:00,24,MALE,17,3.4,130,3.347,0.053
BGSU01817,Fall 2016,Graduate,Graduate,"PROF-MBA:MBA - Professional Program,PROFOL-MBA:MBA - Professional OL Program",Fall Semester 2020,Data Structures,CS-3350,CS,3000,13,11/16/16,18:59:00,20:29:00,89,FEMALE,6,0,12,3,-3
BGSU01817,Fall 2016,Graduate,Graduate,"PROF-MBA:MBA - Professional Program,PROFOL-MBA:MBA - Professional OL Program",Fall Semester 2020,Data Structures,CS-3350,CS,3000,11,10/31/16,16:41:00,18:04:00,83,FEMALE,6,0,12,3,-3
BGSU01817,Fall 2016,Graduate,Graduate,"PROF-MBA:MBA - Professional Program,PROFOL-MBA:MBA - Professional OL Program",Fall Semester 2020,Computer Organization,CS-2170,CS,2000,2,8/29/16,16:57:00,18:04:00,66,FEMALE,6,0,12,3,-3
BGSU01817,Fall 2016,Graduate,Graduate,"PROF-MBA:MBA - Professional Program,PROFOL-MBA:MBA - Professional OL Program",Fall Semester 2020,Data Structures,CS-3350,CS,3000,9,10/19/16,18:52:00,19:58:00,65,FEMALE,6,0,12,3,-3
BGSU01817,Fall 2016,Graduate,Graduate,"PROF-MBA:MBA - Professional Program,PROFOL-MBA:MBA - Professional OL Program",Fall Semester 2020,Data Structures,CS-3350,CS,3000,10,10/26/16,19:00:00,20:01:00,61,FEMALE,6,0,12,3,-3
BGSU01817,Fall 2016,Graduate,Graduate,"PROF-MBA:MBA - Professional Program,PROFOL-MBA:MBA - Professional OL Program",Fall Semester 2020,Data Structures,CS-3350,CS,3000,7,10/5/16,19:02:00,20:03:00,60,FEMALE,6,0,12,3,-3
BGSU01817,Fall 2016,Graduate,Graduate,"PROF-MBA:MBA - Professional Program,PROFOL-MBA:MBA - Professional OL Program",Fall Semester 2020,Data Structures,CS-3350,CS,3000,11,11/2/16,19:00:00,20:01:00,60,FEMALE,6,0,12,3,-3
BGSU01817,Fall 2016,Graduate,Graduate,"PROF-MBA:MBA - Professional Program,PROFOL-MBA:MBA - Professional OL Program",Fall Semester 2020,Data Structures,CS-3350,CS,3000,5,9/21/16,19:00:00,20:00:00,59,FEMALE,6,0,12,3,-3
BGSU01817,Fall 2016,Graduate,Graduate,"PROF-MBA:MBA - Professional Program,PROFOL-MBA:MBA - Professional OL Program",Fall Semester 2020,Data Structures,CS-3350,CS,3000,3,9/8/16,16:06:00,17:05:00,58,FEMALE,6,0,12,3,-3
BGSU01817,Fall 2016,Graduate,Graduate,"PROF-MBA:MBA - Professional Program,PROFOL-MBA:MBA - Professional OL Program",Fall Semester 2020,Data Structures,CS-3350,CS,3000,8,10/12/16,19:00:00,19:59:00,58,FEMALE,6,0,12,3,-3
